name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
binh duong,2024-03-23,93.2,80.5,85.2,100.4,86.2,91.9,73.9,70.9,0,0,0,,0,0,22.4,13.9,151.9,1010,42.7,6.4,301.5,26.1,9,10,2024-03-23T05:55:39,2024-03-23T18:04:20,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-03-24,95,80.5,85.8,105.2,86.9,93.8,75.2,72.9,0,0,0,,0,0,19.7,15,153.1,1011.2,34.8,6.2,312,27.2,10,10,2024-03-24T05:55:03,2024-03-24T18:04:20,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-03-25,95,80.5,86,105.2,87.8,95.1,76.2,74.7,0,0,0,,0,0,19.9,12.8,156.2,1011.1,50.2,6.4,309.2,26.8,10,10,2024-03-25T05:54:26,2024-03-25T18:04:21,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-03-26,98.6,82.4,88.1,105.9,88.4,94.9,72.3,61.9,0,0,0,,0,0,26.4,14.1,142.6,1011.9,38.7,6.4,316,27.1,10,10,2024-03-26T05:53:50,2024-03-26T18:04:21,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-03-27,98.6,82.3,88.2,105.4,86.1,94.3,71.1,58.4,0,0,0,,0,0,22.1,12.6,133.2,1012.8,53.7,6.4,230.6,19.8,10,10,2024-03-27T05:53:13,2024-03-27T18:04:21,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-03-28,94.9,80.5,86.4,104.9,86.9,95.7,75.9,72.6,0.044,100,8.33,rain,0,0,17,11.4,152.7,1011.6,36.6,6.2,250.9,21.6,9,10,2024-03-28T05:52:37,2024-03-28T18:04:21,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48900099999,VVTS"
binh duong,2024-03-29,94.9,80.5,86.3,102.9,87.9,96.2,76.6,75.1,0,0,0,,0,0,19.9,11.4,148,1011.3,49.5,6.1,270.5,23.5,9,10,2024-03-29T05:52:01,2024-03-29T18:04:22,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,VVTS
binh duong,2024-03-30,96.7,80.5,87.8,107.2,87.9,98,76.3,71.5,0,0,0,,0,0,21.3,13.9,160.4,1012.3,39.4,5.9,274.5,23.8,10,10,2024-03-30T05:51:24,2024-03-30T18:04:22,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,VVTS
binh duong,2024-03-31,96.7,82.3,87.7,105.2,92.1,98.6,76.8,72.5,0,0,0,,0,0,18.6,10.3,153.4,1011.7,39,6.2,289.7,24.9,10,30,2024-03-31T05:50:48,2024-03-31T18:04:22,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,VVTS
binh duong,2024-04-01,96.7,82.3,87.6,107.5,93.8,100.9,78.6,76.8,0,0,0,,0,0,16.3,11.4,172.4,1009.7,60.9,6.2,244,20.9,10,30,2024-04-01T05:50:12,2024-04-01T18:04:23,0.74,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,VVTS
binh duong,2024-04-02,94.9,84.1,87.5,110.9,93.3,99.9,77.6,74.1,0,0,0,,0,0,17.2,11.4,168.1,1009,47.6,6.3,222.5,19.4,10,30,2024-04-02T05:49:36,2024-04-02T18:04:23,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-04-03,96.8,82.2,87.7,103.6,92.1,97.7,75.7,70.6,0,0,0,,0,0,17.4,11.4,172.8,1009.4,53.1,6.4,302.1,26.3,10,10,2024-04-03T05:49:01,2024-04-03T18:04:24,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-04-04,96.8,82.4,88,107.5,93.7,99.8,77.1,72.3,0,0,0,,0,0,16.8,11.4,167.1,1008.7,49.5,6.4,314.4,27.3,10,10,2024-04-04T05:48:25,2024-04-04T18:04:25,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-04-05,95,84,87.5,110,92.3,100,77.7,73.7,0.004,100,4.17,rain,0,0,22.4,12.8,159.7,1008.4,54.1,6.4,295.3,25.7,10,30,2024-04-05T05:47:50,2024-04-05T18:04:25,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2024-04-06,95,82.4,87.1,103.2,89.5,95,73.8,66,0,0,0,,0,0,24.4,15.4,153.4,1009,44.4,6.4,320.5,27.6,10,10,2024-04-06T05:47:15,2024-04-06T18:04:26,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-04-07,96.8,80.6,87.5,109.8,88.1,98.4,77.1,73.6,0,0,0,,0,0,22.6,14.7,151.4,1008.5,46,6.4,317.3,27.4,10,10,2024-04-07T05:46:40,2024-04-07T18:04:28,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-04-08,96.8,82.2,87.8,107.5,91.9,98.5,76.5,71.2,0,0,0,,0,0,22.4,13.9,149.3,1009,36.7,6.4,316.7,27.3,10,30,2024-04-08T05:46:06,2024-04-08T18:04:29,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-04-09,98.6,82.4,88.9,107.7,92.2,98.2,74.7,65.7,0,0,0,,0,0,22.1,15,145.1,1009.3,33.8,6.4,319.3,27.5,10,10,2024-04-09T05:45:32,2024-04-09T18:04:30,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-04-10,99.8,80.6,89.3,104.7,86.2,95.3,71,57,0,0,0,,0,0,23,15,137.1,1010.5,34.2,6.4,318.4,27.5,10,10,2024-04-10T05:44:58,2024-04-10T18:04:32,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-04-11,100,82.2,89.7,105.9,85.4,94.3,68.9,51.7,0,0,0,,0,0,25.3,13.4,132.6,1009.8,22.9,6.4,322.4,27.9,10,10,2024-04-11T05:44:25,2024-04-11T18:04:34,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-04-12,98.6,84.1,89.6,102.8,89.6,95.5,70.4,55.3,0,0,0,,0,0,23.7,12.8,141.2,1009.4,45,6.4,316,27.4,10,10,2024-04-12T05:43:51,2024-04-12T18:04:36,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-04-13,95,84,88,107.4,90.9,98.3,75.5,67.6,0,0,0,,0,0,23,13.9,150.2,1009.5,44.5,6.4,270.9,23.5,10,30,2024-04-13T05:43:19,2024-04-13T18:04:39,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-04-14,95,82.2,87.3,105.2,90.4,96.7,75.4,69.4,0,0,0,,0,0,19.9,12.8,158.9,1010.4,34.2,6.4,319.9,27.8,10,10,2024-04-14T05:42:46,2024-04-14T18:04:41,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-04-15,96.8,82.3,88,105.4,92.1,99.3,76.7,71.6,0,0,0,,0,0,21.3,13.9,155,1010.8,45.8,6.4,319.3,27.7,10,10,2024-04-15T05:42:15,2024-04-15T18:04:44,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-04-16,98.6,82.4,89,109.8,92.4,99.7,75.9,68.2,0,0,0,,0,0,25.3,13.9,144,1009.3,34,6.4,319.8,27.7,10,10,2024-04-16T05:41:43,2024-04-16T18:04:47,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-04-17,95,84,88.5,103,94.3,97.7,74.3,65.3,0,0,0,,0,0,21,12.8,159.7,1009.1,39.3,6.4,266.5,23.2,10,10,2024-04-17T05:41:12,2024-04-17T18:04:51,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-04-18,96.8,82.2,88.4,103.6,91.8,97.3,74.2,66.2,0,0,0,,0,0,19.7,11.4,180.1,1008.1,49,6.4,305.6,26.3,10,10,2024-04-18T05:40:42,2024-04-18T18:04:54,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-04-19,98.6,80.6,88.4,107.7,88.1,99.3,76.3,69.9,0.004,100,4.17,rain,0,0,18.1,12.8,185.6,1007,50.5,6.3,309.3,26.5,10,30,2024-04-19T05:40:12,2024-04-19T18:04:58,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2024-04-20,95,82.4,88,105.2,91.2,97.1,74.5,66.7,0,0,0,,0,0,18.8,12.1,174.2,1007.2,47.7,6.4,310.8,26.8,10,10,2024-04-20T05:39:42,2024-04-20T18:05:03,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-04-21,98.6,83.9,89.1,104.2,93.6,97.5,73.6,62.5,0,0,0,,0,0,17.7,9.2,159.5,1007.9,49.9,6.4,291.6,25.1,10,10,2024-04-21T05:39:13,2024-04-21T18:05:07,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-04-22,96.8,84,88.6,109.8,93.7,99,75.6,66.9,0,0,0,,0,0,17.7,11.4,170.8,1007.8,36.8,6.4,276.3,23.8,10,10,2024-04-22T05:38:45,2024-04-22T18:05:12,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-04-23,96.8,84,89.2,103.2,93.6,98.7,74.4,64.9,0,0,0,,0,0,18.6,10.3,176.2,1007.3,50.6,6.4,296.7,25.7,10,10,2024-04-23T05:38:17,2024-04-23T18:05:18,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-04-24,98.6,84,89.3,109.8,94.1,101.3,76.6,67.9,0,0,0,,0,0,18.3,12.8,166.3,1007.2,52.6,6.4,300.8,25.8,10,30,2024-04-24T05:37:50,2024-04-24T18:05:23,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-04-25,98.6,84,90.4,112.4,99,106.2,78.9,71.5,0.004,100,4.17,rain,0,0,18.6,15,162.1,1007.3,41.7,6.4,297.3,25.6,10,30,2024-04-25T05:37:23,2024-04-25T18:05:29,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2024-04-26,98.6,85.8,90.6,109.8,99.9,105,77.7,68.7,0.004,100,4.17,rain,0,0,18.3,14.4,163.6,1007.1,46.2,6.4,255.9,22,10,30,2024-04-26T05:36:57,2024-04-26T18:05:36,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2024-04-27,98.6,85.8,90.7,113.5,100.3,105.7,78.2,69.4,0,0,0,,0,0,20.4,13.9,162.2,1006.7,43.3,6.4,304.3,26.3,10,30,2024-04-27T05:36:32,2024-04-27T18:05:42,0.61,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-04-28,100.4,85.7,91.4,110,101.2,104.9,76.9,65.6,0,0,0,,0,0,19,12.8,179.9,1008,41.4,6.4,310.5,26.9,10,30,2024-04-28T05:36:07,2024-04-28T18:05:50,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-04-29,102.2,84.1,91.3,110.4,100.1,105.2,77.2,66.9,0,0,0,,0,0,20.8,11.4,185.2,1008.4,40.2,6.4,316.4,27.2,10,30,2024-04-29T05:35:43,2024-04-29T18:05:57,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-04-30,98.6,84.2,90.4,110.9,100.5,106,78.6,71,0,0,0,,0,0,21,11.4,183.2,1006.4,52.3,6.4,281.7,24.2,9,30,2024-04-30T05:35:20,2024-04-30T18:06:05,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-05-01,100.3,85.8,91.2,111.9,102.4,106.2,78,68.2,0,0,0,,0,0,23,12.8,192,1005.7,46.9,6.3,306.9,26.5,10,30,2024-05-01T05:34:57,2024-05-01T18:06:13,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-05-02,100.4,85.9,91.1,108.3,101.9,105.7,77.7,67.5,0,0,0,,0,0,21.9,13.9,171.3,1006.8,49.6,6.4,290.2,25,10,30,2024-05-02T05:34:35,2024-05-02T18:06:22,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-05-03,100.4,85.9,91,114.5,101.9,106.5,78.4,68.4,0,0,0,,0,0,22.1,11.4,153.6,1007.6,53.7,6.4,306,26.4,10,30,2024-05-03T05:34:14,2024-05-03T18:06:31,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-05-04,98.6,84,89.6,109.8,95.2,102.7,77.4,69.4,0.118,100,25,rain,0,0,14.8,11.4,165.9,1007.6,71.1,6.3,235.7,20.3,10,30,2024-05-04T05:33:53,2024-05-04T18:06:40,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48894099999,48900099999,VVTS"
binh duong,2024-05-05,95,80.6,85.8,107.8,88.1,97.9,78.5,80.1,0.165,100,12.5,rain,0,0,16.8,17.1,154.6,1007.6,60.2,5.8,211,18.2,10,30,2024-05-05T05:33:33,2024-05-05T18:06:50,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2024-05-06,96.8,80.6,88.5,110.9,88.1,100.3,77.2,71.5,0.071,100,4.17,rain,0,0,19.5,15,146.7,1008.5,45,5.8,295,25.6,10,30,2024-05-06T05:33:14,2024-05-06T18:07:00,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2024-05-07,96.8,78.8,87.6,109.9,78.8,98.9,77.4,74.4,0.099,100,16.67,rain,0,0,27.7,15.4,143.9,1009.7,49,6,282.5,24.5,10,10,2024-05-07T05:32:56,2024-05-07T18:07:10,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2024-05-08,96.8,80.5,87.9,109.8,88.1,99.3,77.4,74,0,0,0,,0,0,22.1,13.3,114.3,1009,62.8,5.5,293.4,25.1,10,30,2024-05-08T05:32:38,2024-05-08T18:07:21,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-05-09,98.6,84.2,89,109.9,96.1,102.3,77.6,70.6,0.154,100,25,rain,0,0,19.9,13.9,130.9,1008.7,50.5,6,184.7,16,9,30,2024-05-09T05:32:21,2024-05-09T18:07:32,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2024-05-10,100.1,82.4,89.7,108.3,94.1,102.1,76.9,69,0.004,100,4.17,rain,0,0,20.8,13.1,135.4,1009.1,37.9,6.2,257.4,22.3,10,30,2024-05-10T05:32:05,2024-05-10T18:07:43,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2024-05-11,98.6,85.8,90.1,107.8,99,103.2,77,67.5,0.236,100,4.17,rain,0,0,21.9,11.4,120.8,1010,51.3,6.4,214.5,18.6,9,30,2024-05-11T05:31:50,2024-05-11T18:07:55,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2024-05-12,98.2,85.9,90.3,112.4,101.5,106.1,78.9,70.9,0.008,100,8.33,rain,0,0,18.6,11.4,130.7,1009.4,48.8,6.4,275.9,23.7,10,30,2024-05-12T05:31:36,2024-05-12T18:08:08,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2024-05-13,98.6,84.2,90.2,109.8,96.1,104.2,77.8,68.7,0.004,100,4.17,rain,0,0,19.5,13.1,150.1,1008.5,47.4,6.4,246.8,21.3,10,30,2024-05-13T05:31:22,2024-05-13T18:08:20,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2024-05-14,98.6,82.4,88.3,109.8,92.4,101,77.8,72.9,0.071,100,12.5,rain,0,0,18.1,13.4,118.1,1008.8,53,6,226.1,19.3,10,30,2024-05-14T05:31:09,2024-05-14T18:08:33,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2024-05-15,99.7,75.2,87.4,109.8,75.2,97.5,77,74.5,0.016,100,4.17,rain,0,0,32.9,14.6,121.1,1009.4,61.3,5.8,194,16.8,9,30,2024-05-15T05:30:57,2024-05-15T18:08:46,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2024-05-16,95,78.8,84.5,110.4,78.8,95.8,79.8,87.3,0.068,100,20.83,rain,0,0,40.3,25.3,117.5,1009.1,55.4,5.3,236.1,20.4,10,30,2024-05-16T05:30:46,2024-05-16T18:09:00,0.26,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2024-05-17,93.2,82.4,87.3,108.1,96,103.3,80.4,81,0.012,100,4.17,rain,0,0,13,11.9,163,1008.6,51,5.8,231.8,20.1,9,30,2024-05-17T05:30:35,2024-05-17T18:09:14,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2024-05-18,95.1,82.3,87.8,110.4,94.1,103.4,80,79.4,0.177,100,12.5,rain,0,0,15.2,8.1,149,1006.9,57.7,5.5,284.1,24.6,10,30,2024-05-18T05:30:26,2024-05-18T18:09:28,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2024-05-19,95.1,80.6,87.9,111.8,89.3,103.8,80.3,80.2,0.245,100,20.83,rain,0,0,13.9,10.3,241.6,1005.8,57.4,6,275.1,23.9,9,30,2024-05-19T05:30:17,2024-05-19T18:09:42,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2024-05-20,96.8,80.6,86.7,112.4,88.4,101.3,80.2,83.2,0.079,100,4.17,rain,0,0,14.5,15,186.9,1005.9,60.7,5.6,226.9,19.7,9,30,2024-05-20T05:30:09,2024-05-20T18:09:57,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2024-05-21,94.7,77.2,83.6,107.5,77.2,91.3,78.5,86.6,2.755,100,12.5,rain,0,0,15.2,16.1,231.5,1007.3,72.2,5.2,170.5,14.8,7,30,2024-05-21T05:30:02,2024-05-21T18:10:12,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2024-05-22,95,80.6,85.8,111.5,89.1,100.6,80.5,85.4,0.079,100,4.17,rain,0,0,14.3,13.9,200.6,1007.6,46.6,5.6,217.1,18.8,7,30,2024-05-22T05:29:56,2024-05-22T18:10:27,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2024-05-23,91.4,82.4,84.8,110,92.4,99.4,80.8,88.4,0.155,100,33.33,rain,0,0,13.2,9.2,187.5,1007.6,49.6,5.8,209.3,17.9,9,30,2024-05-23T05:29:50,2024-05-23T18:10:42,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48894099999,48900099999,VVTS"
binh duong,2024-05-24,98.6,80.6,88,110.1,89.2,102.5,79.5,78.3,0.059,100,8.33,rain,0,0,17.9,8.1,134.4,1007.5,52.3,5.9,296.9,25.6,10,30,2024-05-24T05:29:45,2024-05-24T18:10:58,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2024-05-25,98.6,85.8,90.4,114.8,104,107.7,79.8,73.1,0.004,100,4.17,rain,0,0,17.9,11.4,160.4,1008,46.9,6.4,287.3,24.9,10,30,2024-05-25T05:29:41,2024-05-25T18:11:14,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2024-05-26,94.9,78.8,87,113.5,78.8,101.4,79.6,79.8,0.02,100,8.33,rain,0,0,12.8,18.3,230.1,1008.8,57.2,6.2,286.8,25,9,30,2024-05-26T05:29:38,2024-05-26T18:11:30,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2024-05-27,98.6,83.6,89.1,116.1,97.4,106.1,80.5,78.1,0.315,100,4.17,rain,0,0,15.9,13.9,231.1,1007.1,51.9,6.3,198.5,17.1,9,30,2024-05-27T05:29:36,2024-05-27T18:11:46,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2024-05-28,89.6,83.9,85.8,111.8,98.3,103.6,82.1,89.2,0.236,100,4.17,rain,0,0,16.6,10.5,247.3,1007.3,75.6,5.9,231.3,20,7,30,2024-05-28T05:29:34,2024-05-28T18:12:02,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2024-05-29,93.3,82.3,87.2,111.5,93.9,102.4,80.1,80.7,0.043,100,8.33,rain,0,0,15.2,10.3,276.7,1006.7,65.8,5.8,225.7,19.5,8,60,2024-05-29T05:29:33,2024-05-29T18:12:18,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"48894099999,48900099999,VVTS"
binh duong,2024-05-30,93.2,80.6,85.1,111.5,88.1,98.5,80.2,86.4,1.26,100,4.17,rain,0,0,16.6,15,247.8,1007.2,77.5,5.7,47.7,4.2,3,30,2024-05-30T05:29:33,2024-05-30T18:12:35,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2024-05-31,93.2,78.7,83.2,108.3,78.7,91.6,78.7,88.8,1.338,100,8.33,rain,0,0,14.5,21.9,235.7,1008.3,87.4,5.6,171.1,14.9,8,10,2024-05-31T05:29:34,2024-05-31T18:12:52,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2024-06-01,95,78.7,85.4,109.4,78.7,95.4,78.3,81.4,0.016,100,16.67,rain,0,0,12.5,9.2,235.3,1010.2,59.8,5.9,210.1,18.3,9,30,2024-06-01T05:29:35,2024-06-01T18:13:08,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2024-06-02,93.3,80.5,86.3,110.9,88.9,99,79,80.4,0.02,100,8.33,rain,0,0,13.6,10.3,321.1,1010.4,42.6,5.5,268,23.1,9,30,2024-06-02T05:29:38,2024-06-02T18:13:25,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2024-06-03,96.8,82.4,88.9,108.3,94.1,101.6,77.7,72.1,0,0,0,,0,0,15.7,11.4,292.7,1008.9,42.2,6.2,286.7,24.7,9,30,2024-06-03T05:29:40,2024-06-03T18:13:42,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-06-04,98.6,82.3,90.1,115.3,92.4,105,78.7,71.6,0,0,0,,0,0,14.8,11.4,253.8,1008.3,49.3,6.4,249,21.7,9,30,2024-06-04T05:29:44,2024-06-04T18:13:58,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-06-05,95,84.2,87.6,113.5,96.1,103.8,80.3,80.2,0.079,100,4.17,rain,0,0,15,15,244.3,1009.2,70.1,5.6,200.3,17.3,8,60,2024-06-05T05:29:48,2024-06-05T18:14:15,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2024-06-06,96.8,82.4,88.6,113.6,96.1,104.6,80,77.8,0.028,100,8.33,rain,0,0,12.8,9.5,280.6,1009.4,56.5,5.6,267.1,22.9,9,30,2024-06-06T05:29:53,2024-06-06T18:14:32,0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2024-06-07,91.4,78.8,83.2,110.1,78.8,94.4,80,90.6,0.472,100,4.17,rain,0,0,15.2,12.8,255.3,1008.3,60.9,5.5,242.9,21,9,30,2024-06-07T05:29:59,2024-06-07T18:14:48,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2024-06-08,95,78.8,84.7,110.4,78.8,95.1,78.7,84,1.26,100,4.17,rain,0,0,15.7,15,262.3,1007.1,73,5.7,231.9,19.9,9,60,2024-06-08T05:30:05,2024-06-08T18:15:05,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2024-06-09,89.6,80.5,85,111.5,87.8,97.9,79.3,83.5,0.118,100,4.17,rain,0,0,30,17.2,247.2,1007.4,53.3,5.8,79.6,6.8,6,30,2024-06-09T05:30:12,2024-06-09T18:15:21,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2024-06-10,89.6,82.1,85.3,99.9,90.9,94.4,75.6,73.9,0.118,100,4.17,rain,0,0,24.2,20.8,243.2,1009.3,45.2,6,235.8,20.5,9,10,2024-06-10T05:30:20,2024-06-10T18:15:37,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48894099999,48900099999,VVTS"
