name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
binh duong,2023-06-21,95,80.6,87.1,111.8,87.1,100,78.4,76.7,0.004,100,4.17,rain,0,0,17.7,12.8,268.2,1009,61,6.1,231.6,19.9,9,30,2023-06-21T05:32:06,2023-06-21T18:18:08,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-06-22,95,73.9,86.4,110.4,73.9,97.5,77.7,77,0.016,100,4.17,rain,0,0,35.8,17.6,279.5,1008.8,54.4,6.1,268.6,23.3,9,60,2023-06-22T05:32:19,2023-06-22T18:18:21,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-06-23,96.8,76.9,85.6,109.7,76.9,94.5,77.2,78.3,0.748,100,4.17,rain,0,0,13.4,10.3,254,1007,50.8,5.8,270.7,23.5,9,60,2023-06-23T05:32:33,2023-06-23T18:18:34,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-06-24,93.2,78.8,85.2,108.3,78.8,98.2,79.8,84.9,0.252,100,4.17,rain,0,0,15.9,9.2,241.8,1006.8,64.7,6.1,253.2,21.7,8,30,2023-06-24T05:32:46,2023-06-24T18:18:46,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-06-25,91.4,77.2,81.6,110.9,77.2,88.9,78.7,91.4,0.095,100,8.33,rain,0,0,13.6,16.1,233.7,1007.3,68.3,6.1,218.7,18.9,8,30,2023-06-25T05:33:00,2023-06-25T18:18:57,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-06-26,95,77,83.6,110,77,91.8,77.9,84.3,0.193,100,4.17,rain,0,0,13.4,13.9,254.6,1007.1,49.3,6.3,216.3,18.7,7,30,2023-06-26T05:33:14,2023-06-26T18:19:08,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-06-27,93.2,77,83.4,110.9,77,92.4,78.6,86.5,0.068,100,37.5,rain,0,0,23,10.9,273.9,1007.7,53.9,5.9,218.8,18.8,7,60,2023-06-27T05:33:29,2023-06-27T18:19:19,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-06-28,93.1,78.7,82.9,111.8,78.7,92,79.6,90.5,0.413,100,4.17,rain,0,0,16.3,13.9,211.5,1008.7,74.5,5.8,189.2,16.4,7,30,2023-06-28T05:33:44,2023-06-28T18:19:29,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-06-29,89.8,75.2,82.6,110.2,75.2,92.2,79.3,90.5,0.406,100,4.17,rain,0,0,19,11.4,234,1008.4,60.2,5.9,187.2,16.2,7,30,2023-06-29T05:33:58,2023-06-29T18:19:38,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-06-30,95,77,83.6,116.1,77,93.6,79.8,89.7,0.051,100,4.17,rain,0,0,20.6,23.1,222.8,1008.1,74,5.4,225.7,19.5,8,30,2023-06-30T05:34:14,2023-06-30T18:19:47,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-07-01,89.6,77,81.4,108.1,77,87,78.6,92,0.378,100,4.17,rain,0,0,26.4,13.9,227.9,1008.9,74.8,5,150.2,13,6,30,2023-07-01T05:34:29,2023-07-01T18:19:55,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-07-02,87.9,77,79.8,108.3,77,84,78.1,95,0.453,100,4.17,rain,0,0,26.4,12.8,192.6,1009.8,81.7,5.8,96.7,8.2,5,30,2023-07-02T05:34:44,2023-07-02T18:20:03,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-07-03,91.4,77,83,108.1,77,91.3,78.6,87.7,0.39,100,4.17,rain,0,0,18.3,9.2,275,1009.8,63.2,5.9,218.2,18.8,8,30,2023-07-03T05:35:00,2023-07-03T18:20:10,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-07-04,93.2,75.2,84.6,110.4,75.2,93.1,77.1,79.8,0.354,100,4.17,rain,0,0,17.9,8.7,338.4,1009.2,44.1,6.3,204.9,17.8,8,60,2023-07-04T05:35:15,2023-07-04T18:20:16,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-07-05,93.2,77,83.5,110.4,77,91.4,78.4,86.3,0.177,100,4.17,rain,0,0,17.2,11.4,352.2,1008.4,52.5,5.9,260,22.7,9,60,2023-07-05T05:35:31,2023-07-05T18:20:21,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-07-06,93.2,77,82.7,110.4,77,90.8,78.6,88.4,0.004,100,4.17,rain,0,0,11.6,10.3,256.7,1009.3,54,5.7,232.7,20.2,9,30,2023-07-06T05:35:46,2023-07-06T18:20:26,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-07-07,95,78.8,85.6,110.4,78.8,95.9,78.8,81.8,0.044,100,16.67,rain,0,0,13.6,11.4,158.8,1009.3,53.3,5.7,248.6,21.4,9,30,2023-07-07T05:36:02,2023-07-07T18:20:30,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-07-08,87.8,78.8,83.8,104.2,78.8,96.7,80.4,89.7,0.229,100,37.5,rain,0,0,14.5,9.2,161.3,1009.6,65.7,5.9,242.1,21,8,60,2023-07-08T05:36:18,2023-07-08T18:20:34,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-07-09,89.6,78.8,81.5,108.1,78.8,88.6,79.1,92.8,0.004,100,4.17,rain,0,0,16.3,8.1,223.2,1009.8,59.4,6.4,193,16.7,7,30,2023-07-09T05:36:33,2023-07-09T18:20:36,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-07-10,91.4,77,84.5,107.8,77,94.3,78.4,83.4,0.024,100,20.83,rain,0,0,13,9.2,216.2,1009.1,56.8,5.4,240.5,20.6,8,60,2023-07-10T05:36:49,2023-07-10T18:20:38,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-07-11,93.2,78.8,86,110.4,78.8,97.7,79.2,81.6,0.091,100,25,rain,0,0,16.3,11.4,264,1009,52.8,6.1,260.5,22.4,9,60,2023-07-11T05:37:04,2023-07-11T18:20:39,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-07-12,93.2,80.6,86,110.9,89.3,99.6,79.7,82.8,0.119,100,29.17,rain,0,0,17,8.7,288.2,1008.9,57.2,6,232.5,20.1,8,60,2023-07-12T05:37:20,2023-07-12T18:20:40,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-07-13,93.2,73.4,84.7,117.1,73.4,98,79.9,86.6,0.024,100,4.17,rain,0,0,17.4,13.4,273.4,1008.3,60.2,5.9,220.4,19,8,60,2023-07-13T05:37:35,2023-07-13T18:20:39,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-07-14,91.6,76.9,82.6,108.1,76.9,90.2,78.4,88.2,0.752,100,4.17,rain,0,0,20.6,16.1,279.2,1008,68.5,5.6,205.9,17.8,8,60,2023-07-14T05:37:50,2023-07-14T18:20:38,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-07-15,91.1,77.2,84.2,109.7,77.2,95,79.5,86.6,0.22,100,4.17,rain,0,0,25.1,13.9,267.6,1006.7,59.4,5.7,179.5,15.4,7,60,2023-07-15T05:38:05,2023-07-15T18:20:36,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-07-16,91.4,75.2,81.9,110.9,75.2,90.6,79.5,93,0.516,100,4.17,rain,0,0,29.1,16.1,252.7,1005.1,62,5.4,187.5,16.2,7,30,2023-07-16T05:38:20,2023-07-16T18:20:33,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-07-17,87.8,78.5,81.1,105.2,78.5,85.7,78.3,91.8,0.764,100,4.17,rain,0,0,38,19.7,255.1,1004.6,81.1,5.9,150.5,13.1,8,10,2023-07-17T05:38:35,2023-07-17T18:20:29,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-07-18,89.6,78.6,82.2,108.1,78.6,90.2,78.8,89.9,0.098,100,4.17,rain,0,0,33.1,23,250.2,1005.6,82.7,6,190.1,16.5,9,30,2023-07-18T05:38:49,2023-07-18T18:20:25,0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-07-19,91.4,78.7,82.4,107.8,78.7,88.8,78.5,88.9,0.118,100,4.17,rain,0,0,26.6,16.4,265.4,1005.6,82.4,6.2,170.9,14.8,8,30,2023-07-19T05:39:03,2023-07-19T18:20:19,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-07-20,86,77,79.6,99.4,77,83,77.7,94,0.303,100,4.17,rain,0,0,22.6,15,270.3,1006.2,82.6,5.8,96.7,8.5,4,10,2023-07-20T05:39:17,2023-07-20T18:20:13,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-07-21,84.2,75.2,79.4,98.3,75.2,83.5,77.8,95.2,0.839,100,4.17,rain,0,0,15.7,11.9,248.9,1007.8,84.7,5.7,119,10.3,6,30,2023-07-21T05:39:31,2023-07-21T18:20:06,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-07-22,87.8,77,81.3,104.2,77,87,78.5,91.6,0.303,100,4.17,rain,0,0,17,10.3,231,1009.4,67.3,5.8,141.8,12.1,6,30,2023-07-22T05:39:44,2023-07-22T18:19:58,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-07-23,86,77.4,80.9,101.1,77.4,86.2,78.1,91.4,0.335,100,4.17,rain,0,0,20.8,12.8,227.8,1009.4,72.8,5.9,153.6,13.4,6,30,2023-07-23T05:39:57,2023-07-23T18:19:49,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-07-24,86,77,80.5,104.7,77,85.8,78.8,94.8,0.957,100,4.17,rain,0,0,27.5,24.2,241.1,1008.1,68.2,6.1,156.3,13.6,7,30,2023-07-24T05:40:10,2023-07-24T18:19:40,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-07-25,91.4,77,81.7,107.8,77,87.4,78.6,91,0.602,100,4.17,rain,0,0,34.4,15.4,247.6,1008.3,66.5,5.6,197.8,17.1,8,30,2023-07-25T05:40:22,2023-07-25T18:19:29,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-07-26,92.9,77,82.7,110.9,77,90.4,78.8,89.1,0.024,100,4.17,rain,0,0,28.4,18.3,263.6,1008.1,59,5.8,197.4,17,9,30,2023-07-26T05:40:34,2023-07-26T18:19:18,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-07-27,87.8,78.8,81.9,105.2,78.8,92.1,80.1,94.4,0.551,100,4.17,rain,0,0,28.9,18.6,258.5,1007,68.6,5.5,159.3,13.8,6,60,2023-07-27T05:40:46,2023-07-27T18:19:06,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-07-28,91.4,75.9,83.2,110.9,75.9,93,79.4,89.1,0.004,100,4.17,rain,0,0,28,23,252.4,1005.5,66.8,5.8,203,17.4,8,30,2023-07-28T05:40:57,2023-07-28T18:18:53,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-07-29,87.6,76.9,81.5,106.8,76.9,89.5,79.1,92.6,0.465,100,4.17,rain,0,0,34.4,21.9,242.7,1006.3,69.7,5.8,118.3,10.1,4,30,2023-07-29T05:41:08,2023-07-29T18:18:39,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-07-30,85.7,80.5,82.4,103.3,88.1,93.8,80.5,94.1,0.486,100,45.83,rain,0,0,28.6,18.3,245.1,1007.5,70.2,6.8,131.3,11.3,6,30,2023-07-30T05:41:19,2023-07-30T18:18:24,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-07-31,89.6,80.5,83.9,108.3,88.9,96.6,80.4,89.9,0.072,100,29.17,rain,0,0,24.6,13.9,255,1008.5,62.1,6,166.6,14.4,6,30,2023-07-31T05:41:29,2023-07-31T18:18:09,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-08-01,91.4,77,83.8,110.9,77,94.5,79.5,87.7,0.047,100,4.17,rain,0,0,30,16.1,265.3,1008.2,75.3,5.8,155.3,13.3,6,30,2023-08-01T05:41:39,2023-08-01T18:17:52,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-08-02,91.4,80.3,84.3,111.5,87.1,97.7,80.6,89.5,0.402,100,4.17,rain,0,0,26.8,17.2,260.5,1008.5,69,6.4,189.7,16.5,8,30,2023-08-02T05:41:49,2023-08-02T18:17:35,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-08-03,91.4,80.4,83.6,114.4,88.6,97.3,81.1,92.3,0.146,100,4.17,rain,0,0,32.2,18.1,241.6,1009.2,57.4,6.3,167.1,14.3,6,30,2023-08-03T05:41:58,2023-08-03T18:17:17,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-08-04,93,80.4,84.4,115.5,88.6,98.1,80.7,89.3,0.075,100,4.17,rain,0,0,26.2,17.2,241.4,1011.3,57.4,6.4,223.7,19.3,9,60,2023-08-04T05:42:07,2023-08-04T18:16:58,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-08-05,93.2,80.4,85,110.9,88.6,98.3,80.4,87.6,0.064,100,25,rain,0,0,28,16.4,248.5,1011.5,49.4,6.2,240.8,20.7,8,30,2023-08-05T05:42:15,2023-08-05T18:16:39,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-08-06,91.5,78.7,85.2,108.1,78.7,97.2,79.4,83.8,0.04,100,16.67,rain,0,0,30.2,19.7,255,1009.7,45.5,6.4,250.8,21.8,9,30,2023-08-06T05:42:23,2023-08-06T18:16:18,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-08-07,93.2,78.8,85.7,110.4,78.8,98.1,79.2,82.4,0.083,100,8.33,rain,0,0,31.3,16.1,263,1008.5,47.4,6.4,266,22.9,9,60,2023-08-07T05:42:30,2023-08-07T18:15:57,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-08-08,93.2,80.5,86,110.9,88.9,99.7,80,83.6,0.055,100,16.67,rain,0,0,28.4,13.9,255.1,1009.3,54.2,6.4,261.5,22.5,9,30,2023-08-08T05:42:37,2023-08-08T18:15:35,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-08-09,95,80.5,86.4,112.5,88.9,100.5,80.1,82.9,0.012,100,8.33,rain,0,0,34.4,17.2,262.3,1010.1,48.6,6.4,270.3,23.4,9,60,2023-08-09T05:42:44,2023-08-09T18:15:12,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-08-10,95,80.5,86.4,112.9,88.9,100.6,80.1,83.2,0.095,100,29.17,rain,0,0,19.2,15,263.4,1009.3,53.7,6.2,251.3,21.7,8,60,2023-08-10T05:42:50,2023-08-10T18:14:49,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-08-11,95,80.5,86.8,112.9,89,100.5,79.6,80.9,0.028,100,16.67,rain,0,0,20.1,16.1,259.8,1008.3,49.6,6.4,235.2,20.2,8,30,2023-08-11T05:42:56,2023-08-11T18:14:25,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-08-12,95,80.5,86.5,113.5,88.9,100.5,79.9,82.2,0.099,100,20.83,rain,0,0,23.5,18.3,256.2,1007.9,58,6.8,249.7,21.7,9,60,2023-08-12T05:43:02,2023-08-12T18:14:00,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-08-13,94.7,78.8,84.8,109.4,78.8,96.9,79.7,86.1,0.004,100,4.17,rain,0,0,22.8,17.2,248.2,1008.1,65,6.4,240.4,20.8,8,60,2023-08-13T05:43:07,2023-08-13T18:13:34,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-08-14,95,80.5,85.1,112.9,89,99.4,81,88.9,0.1,100,37.5,rain,0,0,19.9,13.9,244.6,1008.2,67.8,6.3,227.7,19.6,8,60,2023-08-14T05:43:11,2023-08-14T18:13:08,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-08-15,91.4,80.5,85.7,107.8,88.1,98.6,79.4,82.8,0.525,100,45.83,rain,0,0,20.8,18.3,245,1008.9,60,6.4,190.6,16.6,7,30,2023-08-15T05:43:16,2023-08-15T18:12:41,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-08-16,91.4,80.4,84.2,110,88.1,97.1,80.2,88.5,0.067,100,20.83,rain,0,0,20.8,19.7,253.2,1009.2,61.1,6.4,242.8,21,9,60,2023-08-16T05:43:20,2023-08-16T18:12:13,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-08-17,93.2,78.8,83.7,114.4,78.8,95.7,80.4,90.8,0.512,100,4.17,rain,0,0,20.8,12.1,258.7,1008.3,66,5.9,182.6,15.8,6,60,2023-08-17T05:43:23,2023-08-17T18:11:44,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-08-18,93.2,78.7,83.2,110.4,78.7,92,79.4,89.3,0.11,100,4.17,rain,0,0,19,13.9,271.9,1007.3,62.4,5.6,220.8,19.1,9,60,2023-08-18T05:43:26,2023-08-18T18:11:15,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-08-19,91.3,78.7,83.3,110.2,78.7,93.2,79.5,89,0.075,100,4.17,rain,0,0,16.6,15,265.3,1006.8,70.2,5.7,197.2,17,9,60,2023-08-19T05:43:29,2023-08-19T18:10:46,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-08-20,89.6,77,81.3,105.2,77,88,78.9,93,0.004,100,4.17,rain,0,0,20.6,20.8,238,1007.4,81,5.7,204.2,17.6,8,30,2023-08-20T05:43:31,2023-08-20T18:10:16,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-08-21,91.4,78.6,83.6,110.1,78.6,92.9,78.9,86.6,0.449,100,4.17,rain,0,0,21.3,11.4,214.1,1008.4,55.4,6.4,212.5,18.2,8,30,2023-08-21T05:43:33,2023-08-21T18:09:45,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-08-22,93.2,78.6,84.2,107.8,78.6,94.8,79.5,87.3,1.398,100,4.17,rain,0,0,32.2,18.3,236.3,1008.7,69.4,6.2,248.9,21.6,8,60,2023-08-22T05:43:35,2023-08-22T18:09:13,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-08-23,95,80.3,85.4,107.9,87.4,97.2,79.1,83.5,0.008,100,4.17,rain,0,0,22.4,15,264.8,1008.2,68.4,6.3,263.8,23,9,30,2023-08-23T05:43:36,2023-08-23T18:08:41,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-08-24,93.2,78.8,85.4,107.5,78.8,96.4,78.4,81.3,0.004,100,4.17,rain,0,0,19.2,12.8,257.1,1008.3,57.3,6.4,260.9,22.4,9,30,2023-08-24T05:43:37,2023-08-24T18:08:09,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-08-25,95,80.5,86.6,111.4,88.7,99.8,79.3,80.4,0.091,100,25,rain,0,0,16.3,13.9,259.6,1008.1,59.3,6.4,263.1,22.7,9,30,2023-08-25T05:43:38,2023-08-25T18:07:36,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-08-26,92.3,80.6,85.5,109.1,88.1,97.6,79.1,82.6,0.216,100,25,rain,0,0,21.5,15.5,264.8,1008.1,59.5,6.4,242.3,20.9,9,30,2023-08-26T05:43:38,2023-08-26T18:07:02,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-08-27,93.5,77,84.3,112.5,77,95.2,79.6,87,0.067,100,4.17,rain,0,0,22.6,13.9,271.2,1007.3,67,6.1,173.2,15,7,60,2023-08-27T05:43:38,2023-08-27T18:06:28,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-08-28,94.1,78.6,84,112.2,78.6,95.6,80.7,90.9,0.614,100,4.17,rain,0,0,24.8,17.3,258.3,1006.1,64.5,6.1,219.3,19,8,60,2023-08-28T05:43:38,2023-08-28T18:05:54,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-08-29,94.1,76.1,84.3,109.5,76.1,96.2,79.8,87.7,0.043,100,4.17,rain,0,0,32.2,16.2,257.6,1006.1,73.3,5.6,221.6,19.1,7,60,2023-08-29T05:43:37,2023-08-29T18:05:19,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-08-30,86.8,77,80.8,107.2,77,87.3,79.6,96.4,0.893,100,8.33,rain,0,0,23,13.9,259.5,1007.7,75.8,5.2,207.1,17.9,8,30,2023-08-30T05:43:37,2023-08-30T18:04:44,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-08-31,88.7,78.7,81.8,113.5,78.7,92,80.3,95.3,0.154,100,4.17,rain,0,0,41.4,20.3,252,1007.6,82.1,5.3,148.9,12.9,6,30,2023-08-31T05:43:35,2023-08-31T18:04:08,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-09-01,89.6,78.7,82.1,108.2,78.7,91.1,80.3,94.7,0.276,100,4.17,rain,0,0,38,15,258.2,1007.3,66,5.8,131.9,11.5,5,30,2023-09-01T05:43:34,2023-09-01T18:03:32,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-09-02,87.8,78.8,82,105.3,78.8,91.2,80.1,94.4,0.051,100,4.17,rain,0,0,32.2,20.6,248.9,1006,72.5,6.3,177.8,15.4,8,30,2023-09-02T05:43:33,2023-09-02T18:02:56,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-09-03,86.9,78.7,81.8,106.6,78.7,91.1,80.5,96.2,0.287,100,4.17,rain,0,0,27.7,15.5,246.4,1005.1,70.5,6,197.6,16.9,7,30,2023-09-03T05:43:31,2023-09-03T18:02:19,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-09-04,87.8,78.7,82.7,106.7,78.7,92.9,80,91.7,0.185,100,4.17,rain,0,0,23.3,20.2,247,1005.3,74.8,6.2,174.7,15.1,7,30,2023-09-04T05:43:29,2023-09-04T18:01:42,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-09-05,87.8,78.8,82,108.3,78.8,91.5,80.3,94.7,0.205,100,4.17,rain,0,0,25.3,16.1,244,1007.2,80.3,5.7,130.2,11.1,5,60,2023-09-05T05:43:27,2023-09-05T18:01:04,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
